"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-11",,,,," 1854",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"24.2",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-12",,,,," 1724",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"23.0",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-13",,,,," 2230",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"33.3",",,X","23.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-14",,,,," 0412",",,X",,,,,,,"  360","W,,X","  270","W,,X",,,,,,,"31.1",",,X","23.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-15",,,,," 1354",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"23.0",",,X","17.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-16",,,,," 1948",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-17",,,,," 1430",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"26.4",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-18",,,,," 1548",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-19",,,,," 1424",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"15.0",",,X","13.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-20",,,,," 0918",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"28.9",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-21",,,,," 1118",",,X",,,,,,,"  270","W,,X","  315","W,,X",,,,,,,"33.3",",,X","25.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-22",,,,," 1024",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"26.4",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-23",,,,," 1454",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"19.5",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-24",,,,," 2042",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"39.1",",,X","27.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-25",,,,," 1512",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"41.4",",,X","34.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-26",,,,," 0636",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"25.3",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-27",,,,," 0854",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-02-28",,,,," 0436",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"30.0",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-01",,,,," 1524",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"30.0",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-02",,,,," 0148",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"31.1",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-03",,,,," 0024",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"20.8",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-04",,,,," 1906",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"35.6",",,X","29.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-05",,,,," 1400",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"30.0",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-06",,,,," 0100",",,X",,,,,,,"  270","W,,X","  315","W,,X",,,,,,,"23.0",",,X","17.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-07",,,,," 2100",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"23.0",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-08",,,,," 0412",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,"21.9",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-09",,,,," 1312",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"24.2",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-10",,,,," 1248",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"19.5",",,X","15.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-11",,,,," 1542",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"18.3",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-12",,,,," 1524",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"19.5",",,X","12.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-13",,,,," 1200",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"38.0",",,X","29.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-14",,,,," 1542",",,X",,,,,,,"  270","W,,X","  315","W,,X",,,,,,,"38.0",",,X","27.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-15",,,,," 0754",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,"24.2",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-16",,,,," 1712",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"41.4",",,X","32.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-17",,,,," 0354",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"34.4",",,X","30.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-18",,,,," 1336",",,X",,,,,,,"   90","W,,X","   90","W,,X",,,,,,,"25.3",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-19",,,,," 0330",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,"35.6",",,X","29.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-20",,,,," 2348",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-21",,,,," 0342",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"32.2",",,X","27.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-22",,,,," 2024",",,X",,,,,,,"  315","W,,X","   45","W,,X",,,,,,,"42.5",",,X","36.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-23",,,,," 0848",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"39.1",",,X","36.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-24",,,,," 1630",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"40.3",",,X","34.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-25",,,,," 1624",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"35.6",",,X","30.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-26",,,,," 0930",",,X",,,,,,,"  315","W,,X","  360","W,,X",,,,,,,"25.3",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-27",,,,," 1718",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-28",,,,," 1424",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"19.5",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-29",,,,," 1406",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"20.8",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-30",,,,," 1406",",,X",,,,,,,"  180","W,,X","  225","W,,X",,,,,,,"24.2",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-03-31",,,,," 1512",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"48.3",",,X","42.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-01",,,,," 0800",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"27.5",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-02",,,,," 1730",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"26.4",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-03",,,,," 0948",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,"35.6",",,X","30.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-04",,,,," 1636",",,X",,,,,,,"   90","W,,X","   45","W,,X",,,,,,,"30.0",",,X","27.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-05",,,,," 2000",",,X",,,,,,,"  270","W,,X","   45","W,,X",,,,,,,"40.3",",,X","34.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-06",,,,," 1312",",,X",,,,,,,"  270","W,,X","  225","W,,X",,,,,,,"42.5",",,X","32.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-07",,,,," 2230",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"30.0",",,X","23.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-08",,,,," 1524",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"36.7",",,X","32.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-09",,,,," 0042",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-10",,,,," 1412",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"19.5",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-11",,,,," 1612",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"19.5",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-12",,,,," 1412",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"26.4",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-13",,,,," 1218",",,X",,,,,,,"  270","W,,X","  225","W,,X",,,,,,,"30.0",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-14",,,,," 1530",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"28.9",",,X","23.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-15",,,,," 1518",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"25.3",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-16",,,,," 1300",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"26.4",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-17",,,,," 1554",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,"19.5",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-18",,,,," 1442",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"21.9",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-19",,,,," 1748",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"26.4",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-20",,,,," 1724",",,X",,,,,,,"  135","W,,X","   45","W,,X",,,,,,,"16.1",",,X","12.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-21",,,,," 1718",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"21.9",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-22",,,,," 2100",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-23",,,,," 1512",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"36.7",",,X","31.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-24",,,,," 1848",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"26.4",",,X","23.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-25",,,,," 0018",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"21.9",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-26",,,,," 1536",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"15.0",",,X","11.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-27",,,,," 1318",",,X",,,,,,,"  225","W,,X","  180","W,,X",,,,,,,"18.3",",,X","15.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-28",,,,," 1800",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"38.0",",,X","34.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-29",,,,," 1342",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"31.1",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-04-30",,,,," 1718",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"23.0",",,X","17.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-01",,,,," 1700",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"31.1",",,X","23.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-02",,,,," 0842",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-03",,,,," 0336",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"24.2",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-04",,,,," 1342",",,X",,,,,,,"  180","W,,X","   45","W,,X",,,,,,,"17.2",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-05",,,,," 1630",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"13.9",",,X","11.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-06",,,,," 1548",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"50.6",",,X","45.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-07",,,,," 1612",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"21.9",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-08",,,,," 2248",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"44.7",",,X","38.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-09",,,,," 1912",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"34.4",",,X","29.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-10",,,,," 0624",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"32.2",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-11",,,,," 1230",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"21.9",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-12",,,,," 1148",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-13",,,,," 1518",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"34.4",",,X","34.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-14",,,,," 1542",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"28.9",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-15",,,,," 1130",",,X",,,,,,,"  315","W,,X","  180","W,,X",,,,,,,"17.2",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-16",,,,," 2306",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-17",,,,," 1818",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"20.8",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-18",,,,," 1854",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"28.9",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-19",,,,," 0254",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-20",,,,," 1136",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"19.5",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-21",,,,," 1818",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"23.0",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-22",,,,," 1712",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"25.3",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-23",,,,," 1636",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"25.3",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-24",,,,," 1406",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"21.9",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-25",,,,," 1542",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"23.0",",,X","17.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-26",,,,," 1506",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-27",,,,," 1412",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"23.0",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-28",,,,," 1342",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"30.0",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-29",,,,," 0730",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"23.0",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-30",,,,," 1424",",,X",,,,,,,"  180","W,,X","   45","W,,X",,,,,,,"17.2",",,X","15.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-05-31",,,,," 1648",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-01",,,,," 1336",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"26.4",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-02",,,,," 1630",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-03",,,,," 1036",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"28.9",",,X","23.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-04",,,,," 1518",",,X",,,,,,,"  360","W,,X","  270","W,,X",,,,,,,"24.2",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-05",,,,," 1400",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"26.4",",,X","23.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-06",,,,," 2100",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-07",,,,," 1530",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"27.5",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-08",,,,," 1436",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-09",,,,," 1142",",,X",,,,,,,"  135","W,,X","   45","W,,X",,,,,,,"35.6",",,X","30.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-10",,,,," 1200",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,"38.0",",,X","23.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-11",,,,," 0936",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,"26.4",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-12",,,,," 1730",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"17.2",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-13",,,,," 1518",",,X",,,,,,,"   45","W,,X","  180","W,,X",,,,,,,"17.2",",,X","13.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-14",,,,," 1112",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"16.1",",,X","12.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-15",,,,," 1636",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"13.9",",,X","11.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-16",,,,," 1512",",,X",,,,,,,"  135","W,,X","  180","W,,X",,,,,,,"20.8",",,X","15.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-17",,,,," 1542",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,"24.2",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-18",,,,," 1530",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,"18.3",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-19",,,,," 1512",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"23.0",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-20",,,,," 1842",",,X",,,,,,,"  360","W,,X","  315","W,,X",,,,,,,"36.7",",,X","27.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-21",,,,," 1736",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"23.0",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-22",,,,," 1124",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,"27.5",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-23",,,,," 1518",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"17.2",",,X","15.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-24",,,,," 1824",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"25.3",",,X","19.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-25",,,,," 1424",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"30.0",",,X","23.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-26",,,,," 1548",",,X",,,,,,,"   45","W,,X","  360","W,,X",,,,,,,"17.2",",,X","16.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-27",,,,," 1642",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"18.3",",,X","14.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-28",,,,," 1636",",,X",,,,,,,"  135","W,,X","  180","W,,X",,,,,,,"25.3",",,X","21.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-29",,,,," 1524",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"33.3",",,X","25.1",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-06-30",,,,," 1212",",,X",,,,,,,"  225","W,,X","  270","W,,X",,,,,,,"26.4",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-01",,,,," 1636",",,X",,,,,,,"  225","W,,X","  315","W,,X",,,,,,,"25.3",",,X","21.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-02",,,,," 1418",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,"24.2",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-03",,,,," 1600",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"20.8",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-04",,,,," 1700",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,"27.5",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-05",,,,," 1248",",,X",,,,,,,"  180","W,,X","  270","W,,X",,,,,,,"24.2",",,X","19.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-06",,,,," 1554",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,"23.0",",,X","17.9",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-07",,,,," 0818",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,"18.3",",,X","17.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-08",,,,," 1906",",,X",,,,,,,"   90","W,,X","  180","W,,X",,,,,,,"16.1",",,X","13.0",",,X"
"USW00014732","LAGUARDIA AIRPORT, NY US","1977-07-09",,,,," 1518",",,X",,,,,,,"  270","W,,X","  360","W,,X",,,,,,,"13.9",",,X","10.1",",,X"
